file_name	cluster_label
complex_003907.pt	19
complex_003908.pt	83
complex_003909.pt	80
complex_003910.pt	137
complex_003911.pt	53
complex_003912.pt	111
complex_003913.pt	137
complex_003914.pt	71
complex_003915.pt	147
complex_003916.pt	84
complex_003917.pt	1
complex_003918.pt	92
complex_003919.pt	87
complex_003920.pt	111
complex_003921.pt	149
complex_003922.pt	31
complex_003923.pt	125
complex_003924.pt	53
complex_003925.pt	109
complex_003926.pt	73
complex_003927.pt	48
complex_003928.pt	120
complex_003929.pt	126
complex_003930.pt	18
complex_003931.pt	151
complex_003932.pt	128
complex_003933.pt	128
complex_003934.pt	150
complex_003935.pt	150
complex_003936.pt	150
complex_003937.pt	150
complex_003938.pt	9
complex_003939.pt	9
complex_003940.pt	9
complex_003941.pt	9
complex_003942.pt	42
complex_003943.pt	42
complex_003944.pt	42
complex_003945.pt	42
complex_003946.pt	31
complex_003947.pt	151
complex_003948.pt	19
complex_003949.pt	10
complex_003950.pt	145
complex_003951.pt	121
complex_003952.pt	108
complex_003953.pt	121
complex_003954.pt	104
complex_003955.pt	104
complex_003956.pt	151
complex_003957.pt	151
complex_003958.pt	147
complex_003959.pt	147
complex_003960.pt	72
complex_003961.pt	72
complex_003962.pt	49
complex_003963.pt	49
complex_003964.pt	111
complex_003965.pt	21
complex_003966.pt	44
complex_003967.pt	44
complex_003968.pt	21
complex_003969.pt	44
complex_003970.pt	44
complex_003971.pt	21
complex_003972.pt	21
complex_003973.pt	31
complex_003974.pt	62
complex_003975.pt	19
complex_003976.pt	19
complex_003977.pt	105
complex_003978.pt	105
complex_003979.pt	116
complex_003980.pt	116
complex_003981.pt	63
complex_003982.pt	99
complex_003983.pt	99
complex_003984.pt	50
complex_003985.pt	9
complex_003986.pt	18
complex_003987.pt	32
complex_003988.pt	52
complex_003989.pt	52
complex_003990.pt	52
complex_003991.pt	52
complex_003992.pt	127
complex_003993.pt	114
complex_003994.pt	114
complex_003995.pt	100
complex_003996.pt	127
complex_003997.pt	127
complex_003998.pt	127
complex_003999.pt	100
complex_004000.pt	162
complex_004001.pt	143
complex_004002.pt	120
complex_004003.pt	143
complex_004004.pt	131
complex_004005.pt	131
complex_004006.pt	143
complex_004007.pt	120
complex_004008.pt	162
complex_004009.pt	131
complex_004010.pt	120
complex_004011.pt	120
complex_004012.pt	131
complex_004013.pt	162
complex_004014.pt	143
complex_004015.pt	162
complex_004016.pt	25
complex_004017.pt	157
complex_004018.pt	157
complex_004019.pt	111
complex_004020.pt	24
complex_004021.pt	63
complex_004022.pt	84
complex_004023.pt	84
complex_004024.pt	62
complex_004025.pt	84
complex_004026.pt	86
complex_004027.pt	86
complex_004028.pt	81
complex_004029.pt	86
complex_004030.pt	26
complex_004031.pt	45
complex_004032.pt	65
complex_004033.pt	0
complex_004034.pt	90
complex_004035.pt	108
complex_004036.pt	11
complex_004037.pt	101
complex_004038.pt	107
complex_004039.pt	154
complex_004040.pt	15
complex_004041.pt	15
complex_004042.pt	109
complex_004043.pt	109
complex_004044.pt	109
complex_004045.pt	109
complex_004046.pt	70
complex_004047.pt	70
complex_004048.pt	70
complex_004049.pt	70
complex_004050.pt	70
complex_004051.pt	70
complex_004052.pt	70
complex_004053.pt	70
complex_004054.pt	117
complex_004055.pt	127
complex_004056.pt	127
complex_004057.pt	93
complex_004058.pt	117
complex_004059.pt	93
complex_004060.pt	72
complex_004061.pt	97
complex_004062.pt	116
complex_004063.pt	2
complex_004064.pt	83
complex_004065.pt	152
complex_004066.pt	46
complex_004067.pt	141
complex_004068.pt	5
complex_004069.pt	145
complex_004070.pt	145
complex_004071.pt	145
complex_004072.pt	145
complex_004073.pt	35
complex_004074.pt	27
complex_004075.pt	91
complex_004076.pt	82
complex_004077.pt	142
complex_004078.pt	35
complex_004079.pt	13
complex_004080.pt	117
complex_004081.pt	15
complex_004082.pt	15
complex_004083.pt	117
complex_004084.pt	89
complex_004085.pt	89
complex_004086.pt	17
complex_004087.pt	17
complex_004088.pt	94
complex_004089.pt	99
complex_004090.pt	94
complex_004091.pt	139
complex_004092.pt	139
complex_004093.pt	5
complex_004094.pt	115
complex_004095.pt	115
complex_004096.pt	71
complex_004097.pt	76
complex_004098.pt	137
complex_004099.pt	51
complex_004100.pt	142
complex_004101.pt	87
complex_004102.pt	87
complex_004103.pt	87
complex_004104.pt	87
complex_004105.pt	99
complex_004106.pt	4
complex_004107.pt	44
complex_004108.pt	44
complex_004109.pt	126
complex_004110.pt	126
complex_004111.pt	128
complex_004112.pt	128
complex_004113.pt	118
complex_004114.pt	128
complex_004115.pt	76
complex_004116.pt	137
complex_004117.pt	76
complex_004118.pt	137
complex_004119.pt	140
complex_004120.pt	15
complex_004121.pt	151
complex_004122.pt	151
complex_004123.pt	161
complex_004124.pt	18
complex_004125.pt	112
complex_004126.pt	112
complex_004127.pt	112
complex_004128.pt	112
complex_004129.pt	115
complex_004130.pt	115
complex_004131.pt	93
complex_004132.pt	93
complex_004133.pt	19
complex_004134.pt	35
complex_004135.pt	19
complex_004136.pt	35
complex_004137.pt	86
complex_004138.pt	67
complex_004139.pt	67
complex_004140.pt	86
complex_004141.pt	29
complex_004142.pt	29
complex_004143.pt	27
complex_004144.pt	142
complex_004145.pt	142
complex_004146.pt	27
complex_004147.pt	125
complex_004148.pt	54
complex_004149.pt	54
complex_004150.pt	54
complex_004151.pt	54
complex_004152.pt	132
complex_004153.pt	149
complex_004154.pt	132
complex_004155.pt	110
complex_004156.pt	74
complex_004157.pt	74
complex_004158.pt	154
complex_004159.pt	72
complex_004160.pt	118
complex_004161.pt	118
complex_004162.pt	118
complex_004163.pt	118
complex_004164.pt	19
complex_004165.pt	19
complex_004166.pt	35
complex_004167.pt	35
complex_004168.pt	103
complex_004169.pt	103
complex_004170.pt	78
complex_004171.pt	78
complex_004172.pt	40
complex_004173.pt	40
complex_004174.pt	17
complex_004175.pt	17
complex_004176.pt	84
complex_004177.pt	84
complex_004178.pt	84
complex_004179.pt	84
complex_004180.pt	26
complex_004181.pt	149
complex_004182.pt	29
complex_004183.pt	121
complex_004184.pt	41
complex_004185.pt	79
complex_004186.pt	4
complex_004187.pt	4
complex_004188.pt	124
complex_004189.pt	124
complex_004190.pt	81
complex_004191.pt	124
complex_004192.pt	81
complex_004193.pt	81
complex_004194.pt	124
complex_004195.pt	81
complex_004196.pt	55
complex_004197.pt	153
complex_004198.pt	37
complex_004199.pt	104
complex_004200.pt	104
complex_004201.pt	31
complex_004202.pt	83
complex_004203.pt	143
complex_004204.pt	31
complex_004205.pt	31
complex_004206.pt	31
complex_004207.pt	31
complex_004208.pt	23
complex_004209.pt	159
complex_004210.pt	5
complex_004211.pt	159
complex_004212.pt	127
complex_004213.pt	127
complex_004214.pt	9
complex_004215.pt	127
complex_004216.pt	23
complex_004217.pt	23
complex_004218.pt	23
complex_004219.pt	23
complex_004220.pt	145
complex_004221.pt	36
complex_004222.pt	102
complex_004223.pt	102
complex_004224.pt	102
complex_004225.pt	138
complex_004226.pt	30
complex_004227.pt	138
complex_004228.pt	30
complex_004229.pt	45
complex_004230.pt	138
complex_004231.pt	30
complex_004232.pt	45
complex_004233.pt	30
complex_004234.pt	138
complex_004235.pt	45
complex_004236.pt	45
complex_004237.pt	69
complex_004238.pt	69
complex_004239.pt	45
complex_004240.pt	45
complex_004241.pt	38
complex_004242.pt	38
complex_004243.pt	140
complex_004244.pt	90
complex_004245.pt	151
complex_004246.pt	15
complex_004247.pt	59
complex_004248.pt	59
complex_004249.pt	59
complex_004250.pt	59
complex_004251.pt	108
complex_004252.pt	108
complex_004253.pt	106
complex_004254.pt	106
complex_004255.pt	106
complex_004256.pt	106
complex_004257.pt	62
complex_004258.pt	106
complex_004259.pt	32
complex_004260.pt	18
complex_004261.pt	18
complex_004262.pt	142
complex_004263.pt	142
complex_004264.pt	142
complex_004265.pt	142
complex_004266.pt	57
complex_004267.pt	57
complex_004268.pt	57
complex_004269.pt	57
complex_004270.pt	78
complex_004271.pt	91
complex_004272.pt	91
complex_004273.pt	146
complex_004274.pt	119
complex_004275.pt	14
complex_004276.pt	81
complex_004277.pt	119
complex_004278.pt	29
complex_004279.pt	121
complex_004280.pt	116
complex_004281.pt	6
complex_004282.pt	76
complex_004283.pt	76
complex_004284.pt	76
complex_004285.pt	127
complex_004286.pt	9
complex_004287.pt	9
complex_004288.pt	9
complex_004289.pt	131
complex_004290.pt	131
complex_004291.pt	131
complex_004292.pt	131
complex_004293.pt	4
complex_004294.pt	81
complex_004295.pt	50
complex_004296.pt	137
complex_004297.pt	29
complex_004298.pt	6
complex_004299.pt	90
complex_004300.pt	64
complex_004301.pt	56
complex_004302.pt	116
complex_004303.pt	64
complex_004304.pt	6
complex_004305.pt	120
complex_004306.pt	102
complex_004307.pt	68
complex_004308.pt	120
complex_004309.pt	35
complex_004310.pt	35
complex_004311.pt	115
complex_004312.pt	159
complex_004313.pt	0
complex_004314.pt	26
complex_004315.pt	26
complex_004316.pt	24
complex_004317.pt	36
complex_004318.pt	36
complex_004319.pt	36
complex_004320.pt	36
complex_004321.pt	47
complex_004322.pt	47
complex_004323.pt	47
complex_004324.pt	47
complex_004325.pt	161
complex_004326.pt	34
complex_004327.pt	99
complex_004328.pt	99
complex_004329.pt	99
complex_004330.pt	99
complex_004331.pt	61
complex_004332.pt	147
complex_004333.pt	49
complex_004334.pt	93
complex_004335.pt	39
complex_004336.pt	30
complex_004337.pt	30
complex_004338.pt	45
complex_004339.pt	45
complex_004340.pt	45
complex_004341.pt	45
complex_004342.pt	18
complex_004343.pt	18
complex_004344.pt	18
complex_004345.pt	52
complex_004346.pt	36
complex_004347.pt	36
complex_004348.pt	70
complex_004349.pt	70
complex_004350.pt	70
complex_004351.pt	70
complex_004352.pt	36
complex_004353.pt	36
complex_004354.pt	136
complex_004355.pt	136
complex_004356.pt	136
complex_004357.pt	136
complex_004358.pt	47
complex_004359.pt	66
complex_004360.pt	38
complex_004361.pt	5
complex_004362.pt	116
complex_004363.pt	128
complex_004364.pt	88
complex_004365.pt	161
complex_004366.pt	18
complex_004367.pt	152
complex_004368.pt	5
complex_004369.pt	152
complex_004370.pt	152
complex_004371.pt	152
complex_004372.pt	65
complex_004373.pt	65
complex_004374.pt	5
complex_004375.pt	135
complex_004376.pt	128
complex_004377.pt	31
complex_004378.pt	66
complex_004379.pt	120
complex_004380.pt	77
complex_004381.pt	157
complex_004382.pt	63
complex_004383.pt	63
complex_004384.pt	56
complex_004385.pt	105
complex_004386.pt	105
complex_004387.pt	56
complex_004388.pt	18
complex_004389.pt	49
complex_004390.pt	104
complex_004391.pt	104
complex_004392.pt	19
complex_004393.pt	19
complex_004394.pt	27
complex_004395.pt	13
complex_004396.pt	13
complex_004397.pt	106
complex_004398.pt	75
complex_004399.pt	75
complex_004400.pt	133
complex_004401.pt	75
complex_004402.pt	133
complex_004403.pt	53
complex_004404.pt	111
complex_004405.pt	75
complex_004406.pt	139
complex_004407.pt	61
complex_004408.pt	38
complex_004409.pt	61
complex_004410.pt	128
complex_004411.pt	128
complex_004412.pt	67
complex_004413.pt	67
complex_004414.pt	106
complex_004415.pt	106
complex_004416.pt	8
complex_004417.pt	8
complex_004418.pt	136
complex_004419.pt	26
complex_004420.pt	26
complex_004421.pt	136
complex_004422.pt	8
complex_004423.pt	26
complex_004424.pt	26
complex_004425.pt	8
complex_004426.pt	136
complex_004427.pt	136
complex_004428.pt	63
complex_004429.pt	146
complex_004430.pt	111
complex_004431.pt	63
complex_004432.pt	99
complex_004433.pt	111
complex_004434.pt	111
complex_004435.pt	32
complex_004436.pt	46
complex_004437.pt	65
complex_004438.pt	151
complex_004439.pt	65
complex_004440.pt	134
complex_004441.pt	134
complex_004442.pt	151
complex_004443.pt	85
complex_004444.pt	85
complex_004445.pt	85
complex_004446.pt	85
complex_004447.pt	29
complex_004448.pt	24
complex_004449.pt	156
complex_004450.pt	154
complex_004451.pt	74
complex_004452.pt	18
complex_004453.pt	71
complex_004454.pt	36
complex_004455.pt	36
complex_004456.pt	36
complex_004457.pt	53
complex_004458.pt	138
complex_004459.pt	105
complex_004460.pt	89
complex_004461.pt	93
complex_004462.pt	42
complex_004463.pt	10
complex_004464.pt	10
complex_004465.pt	42
complex_004466.pt	63
complex_004467.pt	75
complex_004468.pt	133
complex_004469.pt	1
complex_004470.pt	1
complex_004471.pt	2
complex_004472.pt	2
complex_004473.pt	13
complex_004474.pt	2
complex_004475.pt	74
complex_004476.pt	72
complex_004477.pt	74
complex_004478.pt	72
complex_004479.pt	152
complex_004480.pt	152
complex_004481.pt	61
complex_004482.pt	61
complex_004483.pt	117
complex_004484.pt	117
complex_004485.pt	151
complex_004486.pt	151
complex_004487.pt	156
complex_004488.pt	111
complex_004489.pt	156
complex_004490.pt	111
complex_004491.pt	5
complex_004492.pt	80
complex_004493.pt	76
complex_004494.pt	5
complex_004495.pt	39
complex_004496.pt	133
complex_004497.pt	133
complex_004498.pt	45
complex_004499.pt	53
complex_004500.pt	53
complex_004501.pt	45
complex_004502.pt	118
complex_004503.pt	118
complex_004504.pt	118
complex_004505.pt	118
complex_004506.pt	152
complex_004507.pt	38
complex_004508.pt	152
complex_004509.pt	152
complex_004510.pt	38
complex_004511.pt	38
complex_004512.pt	38
complex_004513.pt	152
complex_004514.pt	96
complex_004515.pt	147
complex_004516.pt	152
complex_004517.pt	152
complex_004518.pt	152
complex_004519.pt	117
complex_004520.pt	117
complex_004521.pt	117
complex_004522.pt	117
complex_004523.pt	93
complex_004524.pt	93
complex_004525.pt	93
complex_004526.pt	93
complex_004527.pt	38
complex_004528.pt	6
complex_004529.pt	6
complex_004530.pt	149
complex_004531.pt	45
complex_004532.pt	0
complex_004533.pt	136
complex_004534.pt	136
complex_004535.pt	0
complex_004536.pt	0
complex_004537.pt	70
complex_004538.pt	37
complex_004539.pt	70
complex_004540.pt	37
complex_004541.pt	70
complex_004542.pt	70
complex_004543.pt	37
complex_004544.pt	37
complex_004545.pt	99
complex_004546.pt	99
complex_004547.pt	94
complex_004548.pt	94
complex_004549.pt	154
complex_004550.pt	156
complex_004551.pt	154
complex_004552.pt	156
complex_004553.pt	138
complex_004554.pt	89
complex_004555.pt	99
complex_004556.pt	4
complex_004557.pt	4
complex_004558.pt	99
complex_004559.pt	97
complex_004560.pt	97
complex_004561.pt	97
complex_004562.pt	97
complex_004563.pt	155
complex_004564.pt	155
complex_004565.pt	29
complex_004566.pt	155
complex_004567.pt	155
complex_004568.pt	6
complex_004569.pt	29
complex_004570.pt	6
complex_004571.pt	37
complex_004572.pt	143
complex_004573.pt	100
complex_004574.pt	10
complex_004575.pt	15
complex_004576.pt	36
complex_004577.pt	96
complex_004578.pt	144
complex_004579.pt	144
complex_004580.pt	117
complex_004581.pt	96
complex_004582.pt	15
complex_004583.pt	133
complex_004584.pt	133
complex_004585.pt	52
complex_004586.pt	74
complex_004587.pt	145
complex_004588.pt	52
complex_004589.pt	139
complex_004590.pt	139
complex_004591.pt	139
complex_004592.pt	139
complex_004593.pt	8
complex_004594.pt	57
complex_004595.pt	115
complex_004596.pt	130
complex_004597.pt	130
complex_004598.pt	115
complex_004599.pt	130
complex_004600.pt	130
complex_004601.pt	59
complex_004602.pt	78
complex_004603.pt	19
complex_004604.pt	19
complex_004605.pt	46
complex_004606.pt	61
complex_004607.pt	41
complex_004608.pt	117
complex_004609.pt	117
complex_004610.pt	61
complex_004611.pt	38
complex_004612.pt	61
complex_004613.pt	61
complex_004614.pt	71
complex_004615.pt	5
complex_004616.pt	48
complex_004617.pt	119
complex_004618.pt	94
complex_004619.pt	94
complex_004620.pt	121
complex_004621.pt	38
complex_004622.pt	38
complex_004623.pt	17
complex_004624.pt	133
complex_004625.pt	133
complex_004626.pt	17
complex_004627.pt	52
complex_004628.pt	97
complex_004629.pt	52
complex_004630.pt	52
complex_004631.pt	97
complex_004632.pt	97
complex_004633.pt	97
complex_004634.pt	52
complex_004635.pt	53
complex_004636.pt	159
complex_004637.pt	159
complex_004638.pt	159
complex_004639.pt	159
complex_004640.pt	130
complex_004641.pt	130
complex_004642.pt	130
complex_004643.pt	130
complex_004644.pt	123
complex_004645.pt	123
complex_004646.pt	109
complex_004647.pt	71
complex_004648.pt	74
complex_004649.pt	74
complex_004650.pt	126
complex_004651.pt	64
complex_004652.pt	64
complex_004653.pt	147
complex_004654.pt	67
complex_004655.pt	74
complex_004656.pt	3
complex_004657.pt	74
complex_004658.pt	3
complex_004659.pt	23
complex_004660.pt	100
complex_004661.pt	46
complex_004662.pt	92
complex_004663.pt	51
complex_004664.pt	8
complex_004665.pt	8
complex_004666.pt	76
complex_004667.pt	21
complex_004668.pt	39
complex_004669.pt	103
complex_004670.pt	103
complex_004671.pt	39
complex_004672.pt	44
complex_004673.pt	132
complex_004674.pt	91
complex_004675.pt	91
complex_004676.pt	69
complex_004677.pt	69
complex_004678.pt	97
complex_004679.pt	97
complex_004680.pt	97
complex_004681.pt	97
complex_004682.pt	9
complex_004683.pt	114
complex_004684.pt	42
complex_004685.pt	159
complex_004686.pt	83
complex_004687.pt	83
complex_004688.pt	83
complex_004689.pt	83
complex_004690.pt	19
complex_004691.pt	151
complex_004692.pt	10
complex_004693.pt	31
complex_004694.pt	142
complex_004695.pt	153
complex_004696.pt	14
complex_004697.pt	14
complex_004698.pt	107
complex_004699.pt	108
complex_004700.pt	108
complex_004701.pt	107
complex_004702.pt	77
complex_004703.pt	90
complex_004704.pt	77
complex_004705.pt	90
complex_004706.pt	16
complex_004707.pt	16
complex_004708.pt	16
complex_004709.pt	16
complex_004710.pt	105
complex_004711.pt	105
complex_004712.pt	105
complex_004713.pt	105
complex_004714.pt	93
complex_004715.pt	93
complex_004716.pt	61
complex_004717.pt	61
complex_004718.pt	77
complex_004719.pt	18
complex_004720.pt	120
complex_004721.pt	120
complex_004722.pt	120
complex_004723.pt	120
complex_004724.pt	133
complex_004725.pt	133
complex_004726.pt	46
complex_004727.pt	9
complex_004728.pt	119
complex_004729.pt	119
complex_004730.pt	64
complex_004731.pt	94
complex_004732.pt	94
complex_004733.pt	94
complex_004734.pt	117
complex_004735.pt	117
complex_004736.pt	117
complex_004737.pt	117
complex_004738.pt	121
complex_004739.pt	93
complex_004740.pt	93
complex_004741.pt	127
complex_004742.pt	127
complex_004743.pt	89
complex_004744.pt	89
complex_004745.pt	64
complex_004746.pt	89
complex_004747.pt	64
complex_004748.pt	89
complex_004749.pt	64
complex_004750.pt	64
complex_004751.pt	162
complex_004752.pt	162
complex_004753.pt	120
complex_004754.pt	120
complex_004755.pt	27
complex_004756.pt	27
complex_004757.pt	133
complex_004758.pt	44
complex_004759.pt	90
complex_004760.pt	132
complex_004761.pt	101
complex_004762.pt	8
complex_004763.pt	33
complex_004764.pt	33
complex_004765.pt	12
complex_004766.pt	72
complex_004767.pt	12
complex_004768.pt	72
complex_004769.pt	124
complex_004770.pt	124
complex_004771.pt	108
complex_004772.pt	108
complex_004773.pt	160
complex_004774.pt	23
complex_004775.pt	61
complex_004776.pt	159
complex_004777.pt	60
complex_004778.pt	143
complex_004779.pt	46
complex_004780.pt	60
complex_004781.pt	61
complex_004782.pt	142
complex_004783.pt	142
complex_004784.pt	118
complex_004785.pt	29
complex_004786.pt	2
complex_004787.pt	118
complex_004788.pt	107
complex_004789.pt	72
complex_004790.pt	88
complex_004791.pt	147
complex_004792.pt	114
complex_004793.pt	67
complex_004794.pt	114
complex_004795.pt	67
complex_004796.pt	33
complex_004797.pt	33
complex_004798.pt	33
complex_004799.pt	33
complex_004800.pt	8
complex_004801.pt	124
complex_004802.pt	132
complex_004803.pt	132
complex_004804.pt	56
complex_004805.pt	56
complex_004806.pt	42
complex_004807.pt	42
complex_004808.pt	42
complex_004809.pt	42
complex_004810.pt	148
complex_004811.pt	148
complex_004812.pt	13
complex_004813.pt	130
complex_004814.pt	147
complex_004815.pt	130
complex_004816.pt	130
complex_004817.pt	147
complex_004818.pt	130
complex_004819.pt	62
complex_004820.pt	62
complex_004821.pt	111
complex_004822.pt	124
complex_004823.pt	124
complex_004824.pt	111
complex_004825.pt	57
complex_004826.pt	98
complex_004827.pt	134
complex_004828.pt	8
complex_004829.pt	38
complex_004830.pt	23
complex_004831.pt	19
complex_004832.pt	38
complex_004833.pt	49
complex_004834.pt	49
complex_004835.pt	23
complex_004836.pt	19
complex_004837.pt	139
complex_004838.pt	38
complex_004839.pt	38
complex_004840.pt	139
complex_004841.pt	132
complex_004842.pt	128
complex_004843.pt	128
complex_004844.pt	132
complex_004845.pt	116
complex_004846.pt	116
complex_004847.pt	116
complex_004848.pt	116
complex_004849.pt	15
complex_004850.pt	39
complex_004851.pt	36
complex_004852.pt	28
complex_004853.pt	151
complex_004854.pt	151
complex_004855.pt	151
complex_004856.pt	151
complex_004857.pt	116
complex_004858.pt	116
complex_004859.pt	44
complex_004860.pt	44
complex_004861.pt	116
complex_004862.pt	119
complex_004863.pt	119
complex_004864.pt	81
complex_004865.pt	81
complex_004866.pt	43
complex_004867.pt	65
complex_004868.pt	83
complex_004869.pt	54
complex_004870.pt	65
complex_004871.pt	81
complex_004872.pt	81
complex_004873.pt	94
complex_004874.pt	99
complex_004875.pt	103
complex_004876.pt	124
complex_004877.pt	8
complex_004878.pt	128
complex_004879.pt	76
complex_004880.pt	76
complex_004881.pt	131
complex_004882.pt	158
complex_004883.pt	66
complex_004884.pt	83
complex_004885.pt	81
complex_004886.pt	81
complex_004887.pt	81
complex_004888.pt	81
complex_004889.pt	38
complex_004890.pt	62
complex_004891.pt	38
complex_004892.pt	38
complex_004893.pt	102
complex_004894.pt	102
complex_004895.pt	68
complex_004896.pt	68
complex_004897.pt	129
complex_004898.pt	103
complex_004899.pt	129
complex_004900.pt	37
complex_004901.pt	42
complex_004902.pt	106
complex_004903.pt	19
complex_004904.pt	44
complex_004905.pt	126
complex_004906.pt	126
complex_004907.pt	126
complex_004908.pt	41
complex_004909.pt	135
complex_004910.pt	90
complex_004911.pt	6
complex_004912.pt	6
complex_004913.pt	6
complex_004914.pt	72
complex_004915.pt	60
complex_004916.pt	72
complex_004917.pt	46
complex_004918.pt	97
complex_004919.pt	97
complex_004920.pt	97
complex_004921.pt	97
complex_004922.pt	20
complex_004923.pt	20
complex_004924.pt	20
complex_004925.pt	20
complex_004926.pt	117
complex_004927.pt	39
complex_004928.pt	117
complex_004929.pt	115
complex_004930.pt	28
complex_004931.pt	93
complex_004932.pt	152
complex_004933.pt	54
complex_004934.pt	143
complex_004935.pt	46
complex_004936.pt	16
complex_004937.pt	16
complex_004938.pt	16
complex_004939.pt	16
complex_004940.pt	83
complex_004941.pt	83
complex_004942.pt	158
complex_004943.pt	158
complex_004944.pt	72
complex_004945.pt	87
complex_004946.pt	49
complex_004947.pt	37
complex_004948.pt	49
complex_004949.pt	42
complex_004950.pt	104
complex_004951.pt	28
complex_004952.pt	4
complex_004953.pt	99
complex_004954.pt	4
complex_004955.pt	4
complex_004956.pt	142
complex_004957.pt	121
complex_004958.pt	94
complex_004959.pt	121
complex_004960.pt	94
complex_004961.pt	110
complex_004962.pt	110
complex_004963.pt	2
complex_004964.pt	2
complex_004965.pt	2
complex_004966.pt	2
complex_004967.pt	133
complex_004968.pt	133
complex_004969.pt	24
complex_004970.pt	12
complex_004971.pt	36
complex_004972.pt	18
complex_004973.pt	36
complex_004974.pt	18
complex_004975.pt	18
complex_004976.pt	18
complex_004977.pt	36
complex_004978.pt	36
complex_004979.pt	0
complex_004980.pt	27
complex_004981.pt	27
complex_004982.pt	79
complex_004983.pt	110
complex_004984.pt	79
complex_004985.pt	110
complex_004986.pt	37
complex_004987.pt	37
complex_004988.pt	37
complex_004989.pt	37
complex_004990.pt	121
complex_004991.pt	121
complex_004992.pt	121
complex_004993.pt	121
complex_004994.pt	101
complex_004995.pt	101
complex_004996.pt	101
complex_004997.pt	101
complex_004998.pt	65
complex_004999.pt	65
complex_005000.pt	154
complex_005001.pt	117
complex_005002.pt	117
complex_005003.pt	154
complex_005004.pt	29
complex_005005.pt	126
complex_005006.pt	126
complex_005007.pt	126
complex_005008.pt	126
complex_005009.pt	47
complex_005010.pt	18
complex_005011.pt	1
complex_005012.pt	1
complex_005013.pt	111
complex_005014.pt	19
complex_005015.pt	70
complex_005016.pt	106
complex_005017.pt	106
complex_005018.pt	15
complex_005019.pt	38
complex_005020.pt	61
complex_005021.pt	130
complex_005022.pt	42
complex_005023.pt	151
complex_005024.pt	19
complex_005025.pt	151
complex_005026.pt	19
complex_005027.pt	130
complex_005028.pt	70
complex_005029.pt	69
complex_005030.pt	69
complex_005031.pt	90
complex_005032.pt	44
complex_005033.pt	90
complex_005034.pt	90
complex_005035.pt	90
complex_005036.pt	44
complex_005037.pt	44
complex_005038.pt	44
complex_005039.pt	49
complex_005040.pt	104
complex_005041.pt	31
complex_005042.pt	10
complex_005043.pt	100
complex_005044.pt	158
complex_005045.pt	31
complex_005046.pt	157
complex_005047.pt	19
complex_005048.pt	106
complex_005049.pt	25
complex_005050.pt	162
complex_005051.pt	118
complex_005052.pt	161
complex_005053.pt	2
complex_005054.pt	24
complex_005055.pt	63
complex_005056.pt	32
complex_005057.pt	121
complex_005058.pt	86
complex_005059.pt	121
complex_005060.pt	86
complex_005061.pt	127
complex_005062.pt	127
complex_005063.pt	2
complex_005064.pt	2
complex_005065.pt	2
complex_005066.pt	2
complex_005067.pt	161
complex_005068.pt	155
complex_005069.pt	81
complex_005070.pt	81
complex_005071.pt	155
complex_005072.pt	118
complex_005073.pt	118
complex_005074.pt	130
complex_005075.pt	130
complex_005076.pt	133
complex_005077.pt	133
complex_005078.pt	58
complex_005079.pt	50
complex_005080.pt	81
complex_005081.pt	120
complex_005082.pt	120
complex_005083.pt	120
complex_005084.pt	120
complex_005085.pt	127
complex_005086.pt	49
complex_005087.pt	19
complex_005088.pt	70
complex_005089.pt	15
complex_005090.pt	15
complex_005091.pt	15
complex_005092.pt	15
complex_005093.pt	96
complex_005094.pt	161
complex_005095.pt	161
complex_005096.pt	161
complex_005097.pt	161
complex_005098.pt	46
complex_005099.pt	46
complex_005100.pt	46
complex_005101.pt	46
complex_005102.pt	139
complex_005103.pt	94
complex_005104.pt	121
complex_005105.pt	94
complex_005106.pt	137
complex_005107.pt	76
complex_005108.pt	27
complex_005109.pt	40
complex_005110.pt	91
complex_005111.pt	23
complex_005112.pt	23
complex_005113.pt	21
complex_005114.pt	21
complex_005115.pt	4
complex_005116.pt	78
complex_005117.pt	16
complex_005118.pt	16
complex_005119.pt	16
complex_005120.pt	16
complex_005121.pt	157
complex_005122.pt	126
complex_005123.pt	88
complex_005124.pt	88
complex_005125.pt	88
complex_005126.pt	88
complex_005127.pt	3
complex_005128.pt	3
complex_005129.pt	3
complex_005130.pt	3
complex_005131.pt	52
complex_005132.pt	117
complex_005133.pt	117
complex_005134.pt	13
complex_005135.pt	13
complex_005136.pt	61
complex_005137.pt	3
complex_005138.pt	6
complex_005139.pt	97
complex_005140.pt	36
complex_005141.pt	145
complex_005142.pt	9
complex_005143.pt	106
complex_005144.pt	35
complex_005145.pt	35
complex_005146.pt	150
complex_005147.pt	43
complex_005148.pt	150
complex_005149.pt	43
complex_005150.pt	56
complex_005151.pt	56
complex_005152.pt	29
complex_005153.pt	29
complex_005154.pt	18
complex_005155.pt	151
complex_005156.pt	88
complex_005157.pt	18
complex_005158.pt	18
complex_005159.pt	18
complex_005160.pt	126
complex_005161.pt	18
complex_005162.pt	18
complex_005163.pt	126
complex_005164.pt	126
complex_005165.pt	126
complex_005166.pt	116
complex_005167.pt	44
complex_005168.pt	44
complex_005169.pt	129
complex_005170.pt	93
complex_005171.pt	115
complex_005172.pt	46
complex_005173.pt	117
complex_005174.pt	37
complex_005175.pt	104
complex_005176.pt	37
complex_005177.pt	37
