file_name	cluster_id
complex_002382.pt	69
complex_002383.pt	92
complex_002384.pt	85
complex_002385.pt	38
complex_002386.pt	70
complex_002387.pt	82
complex_002388.pt	44
complex_002389.pt	92
complex_002390.pt	44
complex_002391.pt	81
complex_002392.pt	15
complex_002393.pt	76
complex_002394.pt	72
complex_002395.pt	82
complex_002396.pt	67
complex_002397.pt	73
complex_002398.pt	84
complex_002399.pt	92
complex_002400.pt	7
complex_002401.pt	46
complex_002402.pt	31
complex_002403.pt	83
complex_002404.pt	2
complex_002405.pt	22
complex_002406.pt	0
complex_002407.pt	2
complex_002408.pt	72
complex_002409.pt	25
complex_002410.pt	72
complex_002411.pt	56
complex_002412.pt	3
complex_002413.pt	38
complex_002414.pt	84
complex_002415.pt	80
complex_002416.pt	76
complex_002417.pt	78
complex_002418.pt	40
complex_002419.pt	71
complex_002420.pt	46
complex_002421.pt	72
complex_002422.pt	43
complex_002423.pt	29
complex_002424.pt	60
complex_002425.pt	24
complex_002426.pt	3
complex_002427.pt	85
complex_002428.pt	49
complex_002429.pt	55
complex_002430.pt	74
complex_002431.pt	26
complex_002432.pt	13
complex_002433.pt	59
complex_002434.pt	11
complex_002435.pt	84
complex_002436.pt	11
complex_002437.pt	69
complex_002438.pt	76
complex_002439.pt	67
complex_002440.pt	53
complex_002441.pt	65
complex_002442.pt	13
complex_002443.pt	29
complex_002444.pt	56
complex_002445.pt	18
complex_002446.pt	19
complex_002447.pt	92
complex_002448.pt	61
complex_002449.pt	40
complex_002450.pt	26
complex_002451.pt	36
complex_002452.pt	60
complex_002453.pt	40
complex_002454.pt	9
complex_002455.pt	25
complex_002456.pt	50
complex_002457.pt	90
complex_002458.pt	62
complex_002459.pt	50
complex_002460.pt	70
complex_002461.pt	63
complex_002462.pt	75
complex_002463.pt	5
complex_002464.pt	67
complex_002465.pt	61
complex_002466.pt	16
complex_002467.pt	71
complex_002468.pt	30
complex_002469.pt	27
complex_002470.pt	28
complex_002471.pt	87
complex_002472.pt	32
complex_002473.pt	92
complex_002474.pt	63
complex_002475.pt	72
complex_002476.pt	11
complex_002477.pt	81
complex_002478.pt	61
complex_002479.pt	85
complex_002480.pt	78
complex_002481.pt	43
complex_002482.pt	70
complex_002483.pt	18
complex_002484.pt	7
complex_002485.pt	8
complex_002486.pt	1
complex_002487.pt	30
complex_002488.pt	14
complex_002489.pt	74
complex_002490.pt	2
complex_002491.pt	60
complex_002492.pt	50
complex_002493.pt	5
complex_002494.pt	87
complex_002495.pt	6
complex_002496.pt	92
complex_002497.pt	84
complex_002498.pt	9
complex_002499.pt	22
complex_002500.pt	74
complex_002501.pt	46
complex_002502.pt	63
complex_002503.pt	8
complex_002504.pt	33
complex_002505.pt	71
complex_002506.pt	59
complex_002507.pt	26
complex_002508.pt	66
complex_002509.pt	20
complex_002510.pt	5
complex_002511.pt	42
complex_002512.pt	1
complex_002513.pt	77
complex_002514.pt	0
complex_002515.pt	37
complex_002516.pt	5
complex_002517.pt	19
complex_002518.pt	38
complex_002519.pt	29
complex_002520.pt	84
complex_002521.pt	91
complex_002522.pt	24
complex_002523.pt	24
complex_002524.pt	2
complex_002525.pt	29
complex_002526.pt	44
complex_002527.pt	82
complex_002528.pt	83
complex_002529.pt	22
complex_002530.pt	20
complex_002531.pt	67
complex_002532.pt	42
complex_002533.pt	18
complex_002534.pt	58
complex_002535.pt	68
complex_002536.pt	35
complex_002537.pt	49
complex_002538.pt	13
complex_002539.pt	72
complex_002540.pt	61
complex_002541.pt	92
complex_002542.pt	37
complex_002543.pt	78
complex_002544.pt	1
complex_002545.pt	64
complex_002546.pt	2
complex_002547.pt	37
complex_002548.pt	76
complex_002549.pt	34
complex_002550.pt	13
complex_002551.pt	80
complex_002552.pt	19
complex_002553.pt	0
complex_002554.pt	5
complex_002555.pt	92
complex_002556.pt	3
complex_002557.pt	17
complex_002558.pt	15
complex_002559.pt	43
complex_002560.pt	78
complex_002561.pt	78
complex_002562.pt	19
complex_002563.pt	16
complex_002564.pt	62
complex_002565.pt	54
complex_002566.pt	63
complex_002567.pt	15
complex_002568.pt	37
complex_002569.pt	13
complex_002570.pt	74
complex_002571.pt	46
complex_002572.pt	1
complex_002573.pt	90
complex_002574.pt	63
complex_002575.pt	26
complex_002576.pt	20
complex_002577.pt	63
complex_002578.pt	60
complex_002579.pt	78
complex_002580.pt	6
complex_002581.pt	3
complex_002582.pt	73
complex_002583.pt	28
complex_002584.pt	28
complex_002585.pt	37
complex_002586.pt	43
complex_002587.pt	26
complex_002588.pt	14
complex_002589.pt	63
complex_002590.pt	81
complex_002591.pt	85
complex_002592.pt	86
complex_002593.pt	18
complex_002594.pt	11
complex_002595.pt	35
complex_002596.pt	56
complex_002597.pt	69
complex_002598.pt	75
complex_002599.pt	75
complex_002600.pt	71
complex_002601.pt	37
complex_002602.pt	14
complex_002603.pt	16
complex_002604.pt	31
complex_002605.pt	92
complex_002606.pt	14
complex_002607.pt	62
complex_002608.pt	11
complex_002609.pt	69
complex_002610.pt	35
complex_002611.pt	28
complex_002612.pt	7
complex_002613.pt	16
complex_002614.pt	56
complex_002615.pt	46
complex_002616.pt	55
complex_002617.pt	6
complex_002618.pt	48
complex_002619.pt	0
complex_002620.pt	28
complex_002621.pt	28
complex_002622.pt	40
complex_002623.pt	55
complex_002624.pt	84
complex_002625.pt	28
complex_002626.pt	44
complex_002627.pt	18
complex_002628.pt	85
complex_002629.pt	58
complex_002630.pt	44
complex_002631.pt	32
complex_002632.pt	30
complex_002633.pt	38
complex_002634.pt	84
complex_002635.pt	79
complex_002636.pt	68
complex_002637.pt	43
complex_002638.pt	66
complex_002639.pt	33
complex_002640.pt	22
complex_002641.pt	34
complex_002642.pt	55
complex_002643.pt	37
complex_002644.pt	56
complex_002645.pt	5
complex_002646.pt	73
complex_002647.pt	47
complex_002648.pt	31
complex_002649.pt	32
complex_002650.pt	22
complex_002651.pt	72
complex_002652.pt	6
complex_002653.pt	70
complex_002654.pt	10
complex_002655.pt	3
complex_002656.pt	1
complex_002657.pt	1
complex_002658.pt	60
complex_002659.pt	67
complex_002660.pt	59
complex_002661.pt	5
complex_002662.pt	2
complex_002663.pt	11
complex_002664.pt	9
complex_002665.pt	91
complex_002666.pt	11
complex_002667.pt	70
complex_002668.pt	40
complex_002669.pt	28
complex_002670.pt	77
complex_002671.pt	8
complex_002672.pt	6
complex_002673.pt	40
complex_002674.pt	82
complex_002675.pt	73
complex_002676.pt	26
complex_002677.pt	62
complex_002678.pt	56
complex_002679.pt	67
complex_002680.pt	74
complex_002681.pt	87
complex_002682.pt	61
complex_002683.pt	73
complex_002684.pt	11
complex_002685.pt	35
complex_002686.pt	75
complex_002687.pt	61
complex_002688.pt	75
complex_002689.pt	69
complex_002690.pt	33
complex_002691.pt	46
complex_002692.pt	92
complex_002693.pt	89
complex_002694.pt	29
complex_002695.pt	39
complex_002696.pt	71
complex_002697.pt	27
complex_002698.pt	37
complex_002699.pt	32
complex_002700.pt	92
complex_002701.pt	31
complex_002702.pt	20
complex_002703.pt	45
complex_002704.pt	62
complex_002705.pt	73
complex_002706.pt	6
complex_002707.pt	45
complex_002708.pt	10
complex_002709.pt	42
complex_002710.pt	26
complex_002711.pt	56
complex_002712.pt	35
complex_002713.pt	7
complex_002714.pt	30
complex_002715.pt	70
complex_002716.pt	21
complex_002717.pt	68
complex_002718.pt	82
complex_002719.pt	15
complex_002720.pt	74
complex_002721.pt	20
complex_002722.pt	32
complex_002723.pt	19
complex_002724.pt	43
complex_002725.pt	19
complex_002726.pt	23
complex_002727.pt	56
complex_002728.pt	1
complex_002729.pt	79
complex_002730.pt	29
complex_002731.pt	79
complex_002732.pt	90
complex_002733.pt	22
complex_002734.pt	31
complex_002735.pt	35
complex_002736.pt	8
complex_002737.pt	11
complex_002738.pt	35
complex_002739.pt	54
complex_002740.pt	83
complex_002741.pt	78
complex_002742.pt	47
complex_002743.pt	73
complex_002744.pt	6
complex_002745.pt	87
complex_002746.pt	83
complex_002747.pt	16
complex_002748.pt	31
complex_002749.pt	40
complex_002750.pt	33
complex_002751.pt	0
complex_002752.pt	50
complex_002753.pt	49
complex_002754.pt	1
complex_002755.pt	69
complex_002756.pt	69
complex_002757.pt	38
complex_002758.pt	55
complex_002759.pt	67
complex_002760.pt	36
complex_002761.pt	60
complex_002762.pt	50
complex_002763.pt	49
complex_002764.pt	45
complex_002765.pt	47
complex_002766.pt	72
complex_002767.pt	33
complex_002768.pt	80
complex_002769.pt	19
complex_002770.pt	56
complex_002771.pt	0
complex_002772.pt	78
complex_002773.pt	15
complex_002774.pt	56
complex_002775.pt	74
complex_002776.pt	56
complex_002777.pt	56
complex_002778.pt	28
complex_002779.pt	22
complex_002780.pt	29
complex_002781.pt	2
complex_002782.pt	31
complex_002783.pt	24
complex_002784.pt	16
complex_002785.pt	57
complex_002786.pt	20
complex_002787.pt	1
complex_002788.pt	3
complex_002789.pt	32
complex_002790.pt	84
complex_002791.pt	35
complex_002792.pt	38
complex_002793.pt	61
complex_002794.pt	58
complex_002795.pt	68
complex_002796.pt	87
complex_002797.pt	41
complex_002798.pt	90
complex_002799.pt	46
complex_002800.pt	18
complex_002801.pt	18
complex_002802.pt	14
complex_002803.pt	80
complex_002804.pt	32
complex_002805.pt	92
complex_002806.pt	18
complex_002807.pt	72
complex_002808.pt	18
complex_002809.pt	36
complex_002810.pt	17
complex_002811.pt	2
complex_002812.pt	33
complex_002813.pt	84
complex_002814.pt	75
complex_002815.pt	56
complex_002816.pt	19
complex_002817.pt	84
complex_002818.pt	8
complex_002819.pt	15
complex_002820.pt	62
complex_002821.pt	24
complex_002822.pt	81
complex_002823.pt	32
complex_002824.pt	27
complex_002825.pt	68
complex_002826.pt	79
complex_002827.pt	90
complex_002828.pt	16
complex_002829.pt	29
complex_002830.pt	30
complex_002831.pt	21
complex_002832.pt	16
complex_002833.pt	48
complex_002834.pt	50
complex_002835.pt	8
complex_002836.pt	46
complex_002837.pt	5
complex_002838.pt	6
complex_002839.pt	26
complex_002840.pt	78
complex_002841.pt	37
complex_002842.pt	80
complex_002843.pt	28
complex_002844.pt	79
complex_002845.pt	28
complex_002846.pt	30
complex_002847.pt	72
complex_002848.pt	25
complex_002849.pt	42
complex_002850.pt	35
complex_002851.pt	27
complex_002852.pt	26
complex_002853.pt	37
complex_002854.pt	11
complex_002855.pt	39
complex_002856.pt	9
complex_002857.pt	26
complex_002858.pt	56
complex_002859.pt	67
complex_002860.pt	49
complex_002861.pt	72
complex_002862.pt	75
complex_002863.pt	56
complex_002864.pt	59
complex_002865.pt	45
complex_002866.pt	83
complex_002867.pt	73
complex_002868.pt	20
complex_002869.pt	92
complex_002870.pt	32
complex_002871.pt	8
complex_002872.pt	72
complex_002873.pt	34
complex_002874.pt	24
complex_002875.pt	45
complex_002876.pt	84
complex_002877.pt	85
complex_002878.pt	20
complex_002879.pt	43
complex_002880.pt	83
complex_002881.pt	85
complex_002882.pt	84
complex_002883.pt	53
complex_002884.pt	53
complex_002885.pt	57
complex_002886.pt	13
complex_002887.pt	46
complex_002888.pt	84
complex_002889.pt	37
complex_002890.pt	83
complex_002891.pt	58
complex_002892.pt	16
complex_002893.pt	61
complex_002894.pt	56
complex_002895.pt	67
complex_002896.pt	75
complex_002897.pt	50
complex_002898.pt	6
complex_002899.pt	11
complex_002900.pt	11
complex_002901.pt	20
complex_002902.pt	0
complex_002903.pt	49
complex_002904.pt	74
complex_002905.pt	11
complex_002906.pt	0
complex_002907.pt	49
complex_002908.pt	62
complex_002909.pt	8
complex_002910.pt	0
complex_002911.pt	87
complex_002912.pt	29
complex_002913.pt	72
complex_002914.pt	13
complex_002915.pt	40
complex_002916.pt	67
complex_002917.pt	78
complex_002918.pt	25
complex_002919.pt	48
complex_002920.pt	20
complex_002921.pt	67
complex_002922.pt	28
complex_002923.pt	47
complex_002924.pt	41
complex_002925.pt	74
complex_002926.pt	85
complex_002927.pt	28
complex_002928.pt	18
complex_002929.pt	19
complex_002930.pt	92
complex_002931.pt	10
complex_002932.pt	9
complex_002933.pt	45
complex_002934.pt	3
complex_002935.pt	35
complex_002936.pt	43
complex_002937.pt	85
complex_002938.pt	75
complex_002939.pt	61
complex_002940.pt	6
complex_002941.pt	48
complex_002942.pt	62
complex_002943.pt	72
complex_002944.pt	76
complex_002945.pt	18
complex_002946.pt	17
complex_002947.pt	38
complex_002948.pt	15
complex_002949.pt	45
complex_002950.pt	48
complex_002951.pt	43
complex_002952.pt	49
complex_002953.pt	30
complex_002954.pt	16
complex_002955.pt	48
complex_002956.pt	61
complex_002957.pt	56
complex_002958.pt	77
complex_002959.pt	18
complex_002960.pt	43
complex_002961.pt	35
complex_002962.pt	72
complex_002963.pt	18
complex_002964.pt	59
complex_002965.pt	78
complex_002966.pt	74
complex_002967.pt	43
complex_002968.pt	22
complex_002969.pt	46
complex_002970.pt	48
complex_002971.pt	83
complex_002972.pt	40
complex_002973.pt	28
complex_002974.pt	31
complex_002975.pt	91
complex_002976.pt	71
complex_002977.pt	53
complex_002978.pt	58
complex_002979.pt	91
complex_002980.pt	27
complex_002981.pt	77
complex_002982.pt	42
complex_002983.pt	46
complex_002984.pt	81
complex_002985.pt	0
complex_002986.pt	83
complex_002987.pt	15
complex_002988.pt	19
complex_002989.pt	76
complex_002990.pt	10
complex_002991.pt	87
complex_002992.pt	18
complex_002993.pt	22
complex_002994.pt	26
complex_002995.pt	35
complex_002996.pt	30
complex_002997.pt	6
complex_002998.pt	78
complex_002999.pt	30
complex_003000.pt	13
complex_003001.pt	59
complex_003002.pt	61
complex_003003.pt	75
complex_003004.pt	14
complex_003005.pt	19
complex_003006.pt	84
complex_003007.pt	75
complex_003008.pt	74
complex_003009.pt	72
complex_003010.pt	78
complex_003011.pt	5
complex_003012.pt	59
complex_003013.pt	55
complex_003014.pt	69
complex_003015.pt	61
complex_003016.pt	26
complex_003017.pt	30
complex_003018.pt	38
complex_003019.pt	84
complex_003020.pt	85
complex_003021.pt	1
complex_003022.pt	81
complex_003023.pt	14
complex_003024.pt	74
complex_003025.pt	81
complex_003026.pt	17
complex_003027.pt	84
complex_003028.pt	45
complex_003029.pt	85
complex_003030.pt	21
complex_003031.pt	56
complex_003032.pt	32
complex_003033.pt	11
complex_003034.pt	74
complex_003035.pt	67
complex_003036.pt	91
complex_003037.pt	68
complex_003038.pt	67
complex_003039.pt	74
complex_003040.pt	51
complex_003041.pt	1
complex_003042.pt	76
complex_003043.pt	72
complex_003044.pt	16
complex_003045.pt	59
complex_003046.pt	29
complex_003047.pt	46
complex_003048.pt	16
complex_003049.pt	5
complex_003050.pt	51
complex_003051.pt	20
complex_003052.pt	0
complex_003053.pt	12
complex_003054.pt	28
complex_003055.pt	49
complex_003056.pt	56
complex_003057.pt	56
complex_003058.pt	6
complex_003059.pt	34
complex_003060.pt	71
complex_003061.pt	18
complex_003062.pt	49
complex_003063.pt	64
complex_003064.pt	44
complex_003065.pt	0
complex_003066.pt	73
complex_003067.pt	62
complex_003068.pt	81
complex_003069.pt	1
complex_003070.pt	16
complex_003071.pt	46
complex_003072.pt	81
complex_003073.pt	71
complex_003074.pt	73
complex_003075.pt	27
complex_003076.pt	38
complex_003077.pt	49
complex_003078.pt	91
complex_003079.pt	33
complex_003080.pt	80
complex_003081.pt	12
complex_003082.pt	33
complex_003083.pt	62
complex_003084.pt	82
complex_003085.pt	78
complex_003086.pt	15
complex_003087.pt	12
complex_003088.pt	31
complex_003089.pt	73
complex_003090.pt	15
complex_003091.pt	72
complex_003092.pt	2
complex_003093.pt	49
complex_003094.pt	55
complex_003095.pt	40
complex_003096.pt	19
complex_003097.pt	74
complex_003098.pt	78
complex_003099.pt	68
complex_003100.pt	66
complex_003101.pt	50
complex_003102.pt	16
complex_003103.pt	74
complex_003104.pt	31
complex_003105.pt	21
complex_003106.pt	46
complex_003107.pt	38
complex_003108.pt	62
complex_003109.pt	48
complex_003110.pt	77
complex_003111.pt	43
complex_003112.pt	92
complex_003113.pt	85
complex_003114.pt	49
complex_003115.pt	90
complex_003116.pt	56
complex_003117.pt	81
complex_003118.pt	72
complex_003119.pt	5
complex_003120.pt	2
complex_003121.pt	46
complex_003122.pt	67
complex_003123.pt	21
complex_003124.pt	3
complex_003125.pt	27
complex_003126.pt	20
complex_003127.pt	12
complex_003128.pt	54
complex_003129.pt	75
complex_003130.pt	87
complex_003131.pt	37
complex_003132.pt	82
complex_003133.pt	5
complex_003134.pt	25
complex_003135.pt	29
complex_003136.pt	8
complex_003137.pt	43
complex_003138.pt	15
complex_003139.pt	39
complex_003140.pt	26
complex_003141.pt	44
complex_003142.pt	6
complex_003143.pt	25
complex_003144.pt	34
complex_003145.pt	72
complex_003146.pt	35
complex_003147.pt	62
complex_003148.pt	1
complex_003149.pt	69
complex_003150.pt	50
complex_003151.pt	2
complex_003152.pt	37
complex_003153.pt	78
complex_003154.pt	48
complex_003155.pt	50
complex_003156.pt	29
complex_003157.pt	73
complex_003158.pt	18
complex_003159.pt	19
complex_003160.pt	71
complex_003161.pt	50
complex_003162.pt	58
complex_003163.pt	83
complex_003164.pt	11
complex_003165.pt	26
complex_003166.pt	63
complex_003167.pt	19
complex_003168.pt	71
complex_003169.pt	0
complex_003170.pt	36
complex_003171.pt	1
complex_003172.pt	67
complex_003173.pt	44
complex_003174.pt	8
complex_003175.pt	26
complex_003176.pt	30
complex_003177.pt	72
complex_003178.pt	6
complex_003179.pt	79
complex_003180.pt	10
complex_003181.pt	50
complex_003182.pt	88
complex_003183.pt	11
complex_003184.pt	6
complex_003185.pt	72
complex_003186.pt	6
complex_003187.pt	66
complex_003188.pt	61
complex_003189.pt	28
complex_003190.pt	16
complex_003191.pt	72
complex_003192.pt	26
complex_003193.pt	26
complex_003194.pt	82
complex_003195.pt	7
complex_003196.pt	33
complex_003197.pt	74
complex_003198.pt	38
complex_003199.pt	92
complex_003200.pt	78
complex_003201.pt	88
complex_003202.pt	61
complex_003203.pt	13
complex_003204.pt	70
complex_003205.pt	6
complex_003206.pt	50
complex_003207.pt	46
complex_003208.pt	15
complex_003209.pt	91
complex_003210.pt	73
complex_003211.pt	1
complex_003212.pt	11
complex_003213.pt	62
complex_003214.pt	2
complex_003215.pt	9
complex_003216.pt	65
complex_003217.pt	14
complex_003218.pt	67
complex_003219.pt	32
complex_003220.pt	73
complex_003221.pt	28
complex_003222.pt	43
complex_003223.pt	56
complex_003224.pt	1
complex_003225.pt	28
complex_003226.pt	59
complex_003227.pt	6
complex_003228.pt	43
complex_003229.pt	50
complex_003230.pt	27
complex_003231.pt	12
complex_003232.pt	44
complex_003233.pt	6
complex_003234.pt	80
complex_003235.pt	15
complex_003236.pt	8
complex_003237.pt	87
complex_003238.pt	80
complex_003239.pt	62
complex_003240.pt	90
complex_003241.pt	15
complex_003242.pt	15
complex_003243.pt	18
complex_003244.pt	62
complex_003245.pt	68
complex_003246.pt	63
complex_003247.pt	30
complex_003248.pt	42
complex_003249.pt	18
complex_003250.pt	62
complex_003251.pt	10
complex_003252.pt	65
complex_003253.pt	53
complex_003254.pt	87
complex_003255.pt	32
complex_003256.pt	61
complex_003257.pt	87
complex_003258.pt	59
complex_003259.pt	8
complex_003260.pt	5
complex_003261.pt	79
complex_003262.pt	21
complex_003263.pt	78
complex_003264.pt	6
complex_003265.pt	91
complex_003266.pt	27
complex_003267.pt	35
complex_003268.pt	35
complex_003269.pt	53
complex_003270.pt	60
complex_003271.pt	71
complex_003272.pt	58
complex_003273.pt	75
complex_003274.pt	26
complex_003275.pt	42
complex_003276.pt	90
complex_003277.pt	19
complex_003278.pt	50
complex_003279.pt	5
complex_003280.pt	69
complex_003281.pt	68
complex_003282.pt	49
complex_003283.pt	68
complex_003284.pt	50
complex_003285.pt	35
complex_003286.pt	36
complex_003287.pt	61
complex_003288.pt	50
complex_003289.pt	5
complex_003290.pt	26
complex_003291.pt	27
complex_003292.pt	82
complex_003293.pt	15
complex_003294.pt	5
complex_003295.pt	83
complex_003296.pt	6
complex_003297.pt	31
complex_003298.pt	49
complex_003299.pt	49
complex_003300.pt	23
complex_003301.pt	29
complex_003302.pt	5
complex_003303.pt	8
complex_003304.pt	4
complex_003305.pt	22
complex_003306.pt	48
complex_003307.pt	59
complex_003308.pt	54
complex_003309.pt	48
complex_003310.pt	11
complex_003311.pt	6
complex_003312.pt	72
complex_003313.pt	11
complex_003314.pt	76
complex_003315.pt	26
complex_003316.pt	76
complex_003317.pt	33
complex_003318.pt	5
complex_003319.pt	35
complex_003320.pt	30
complex_003321.pt	35
complex_003322.pt	40
complex_003323.pt	85
complex_003324.pt	56
complex_003325.pt	72
complex_003326.pt	28
complex_003327.pt	28
complex_003328.pt	45
complex_003329.pt	12
complex_003330.pt	42
complex_003331.pt	67
complex_003332.pt	77
complex_003333.pt	5
complex_003334.pt	56
complex_003335.pt	49
complex_003336.pt	61
complex_003337.pt	74
complex_003338.pt	70
complex_003339.pt	29
complex_003340.pt	61
complex_003341.pt	67
complex_003342.pt	11
complex_003343.pt	83
complex_003344.pt	61
complex_003345.pt	6
complex_003346.pt	80
complex_003347.pt	5
complex_003348.pt	49
complex_003349.pt	27
complex_003350.pt	1
complex_003351.pt	72
complex_003352.pt	50
complex_003353.pt	19
complex_003354.pt	3
complex_003355.pt	72
complex_003356.pt	7
complex_003357.pt	36
complex_003358.pt	65
complex_003359.pt	72
complex_003360.pt	61
complex_003361.pt	84
complex_003362.pt	18
complex_003363.pt	1
complex_003364.pt	74
complex_003365.pt	69
complex_003366.pt	66
complex_003367.pt	7
complex_003368.pt	32
complex_003369.pt	35
complex_003370.pt	51
complex_003371.pt	30
complex_003372.pt	42
complex_003373.pt	68
complex_003374.pt	26
complex_003375.pt	42
complex_003376.pt	78
complex_003377.pt	30
complex_003378.pt	92
complex_003379.pt	36
complex_003380.pt	34
complex_003381.pt	49
complex_003382.pt	7
complex_003383.pt	19
complex_003384.pt	81
complex_003385.pt	92
complex_003386.pt	0
complex_003387.pt	82
complex_003388.pt	5
complex_003389.pt	45
complex_003390.pt	81
complex_003391.pt	53
complex_003392.pt	78
complex_003393.pt	15
complex_003394.pt	67
complex_003395.pt	61
complex_003396.pt	66
complex_003397.pt	11
complex_003398.pt	63
complex_003399.pt	74
complex_003400.pt	27
complex_003401.pt	73
complex_003402.pt	61
complex_003403.pt	53
complex_003404.pt	16
complex_003405.pt	3
complex_003406.pt	18
complex_003407.pt	83
complex_003408.pt	80
complex_003409.pt	62
complex_003410.pt	16
complex_003411.pt	83
complex_003412.pt	62
complex_003413.pt	48
complex_003414.pt	48
complex_003415.pt	80
complex_003416.pt	16
complex_003417.pt	1
complex_003418.pt	74
complex_003419.pt	42
complex_003420.pt	50
complex_003421.pt	83
complex_003422.pt	53
complex_003423.pt	47
complex_003424.pt	17
complex_003425.pt	75
complex_003426.pt	20
complex_003427.pt	57
complex_003428.pt	88
complex_003429.pt	62
complex_003430.pt	20
complex_003431.pt	50
complex_003432.pt	26
complex_003433.pt	15
complex_003434.pt	90
complex_003435.pt	58
complex_003436.pt	83
complex_003437.pt	57
complex_003438.pt	17
complex_003439.pt	26
complex_003440.pt	85
complex_003441.pt	50
complex_003442.pt	28
complex_003443.pt	35
complex_003444.pt	20
complex_003445.pt	34
complex_003446.pt	48
complex_003447.pt	6
complex_003448.pt	79
complex_003449.pt	71
complex_003450.pt	87
complex_003451.pt	31
complex_003452.pt	20
complex_003453.pt	48
complex_003454.pt	35
complex_003455.pt	71
complex_003456.pt	91
complex_003457.pt	48
complex_003458.pt	2
complex_003459.pt	66
complex_003460.pt	26
complex_003461.pt	73
complex_003462.pt	56
complex_003463.pt	27
complex_003464.pt	15
complex_003465.pt	63
complex_003466.pt	76
complex_003467.pt	21
complex_003468.pt	92
complex_003469.pt	75
complex_003470.pt	75
complex_003471.pt	85
complex_003472.pt	3
complex_003473.pt	47
complex_003474.pt	77
complex_003475.pt	47
complex_003476.pt	37
complex_003477.pt	84
complex_003478.pt	67
complex_003479.pt	90
complex_003480.pt	1
complex_003481.pt	15
complex_003482.pt	19
complex_003483.pt	49
complex_003484.pt	24
complex_003485.pt	56
complex_003486.pt	59
complex_003487.pt	20
complex_003488.pt	20
complex_003489.pt	72
complex_003490.pt	49
complex_003491.pt	1
complex_003492.pt	30
complex_003493.pt	35
complex_003494.pt	22
complex_003495.pt	26
complex_003496.pt	73
complex_003497.pt	78
complex_003498.pt	62
complex_003499.pt	48
complex_003500.pt	45
complex_003501.pt	47
complex_003502.pt	0
complex_003503.pt	11
complex_003504.pt	44
complex_003505.pt	1
complex_003506.pt	51
complex_003507.pt	37
complex_003508.pt	56
complex_003509.pt	13
complex_003510.pt	82
complex_003511.pt	15
complex_003512.pt	85
complex_003513.pt	51
complex_003514.pt	78
complex_003515.pt	76
complex_003516.pt	18
complex_003517.pt	82
complex_003518.pt	59
complex_003519.pt	46
complex_003520.pt	1
complex_003521.pt	12
complex_003522.pt	11
complex_003523.pt	78
complex_003524.pt	15
complex_003525.pt	5
complex_003526.pt	89
complex_003527.pt	6
complex_003528.pt	7
complex_003529.pt	2
complex_003530.pt	64
complex_003531.pt	40
complex_003532.pt	37
complex_003533.pt	1
complex_003534.pt	9
complex_003535.pt	31
complex_003536.pt	84
complex_003537.pt	16
complex_003538.pt	72
complex_003539.pt	81
complex_003540.pt	58
complex_003541.pt	50
complex_003542.pt	15
complex_003543.pt	87
complex_003544.pt	46
complex_003545.pt	84
complex_003546.pt	33
complex_003547.pt	10
complex_003548.pt	37
complex_003549.pt	78
complex_003550.pt	74
complex_003551.pt	92
complex_003552.pt	34
complex_003553.pt	37
complex_003554.pt	16
complex_003555.pt	48
complex_003556.pt	76
complex_003557.pt	32
complex_003558.pt	19
complex_003559.pt	76
complex_003560.pt	63
complex_003561.pt	27
complex_003562.pt	7
complex_003563.pt	78
complex_003564.pt	21
complex_003565.pt	14
complex_003566.pt	62
complex_003567.pt	56
complex_003568.pt	8
complex_003569.pt	1
complex_003570.pt	44
complex_003571.pt	0
complex_003572.pt	11
complex_003573.pt	67
complex_003574.pt	62
complex_003575.pt	77
complex_003576.pt	18
complex_003577.pt	29
complex_003578.pt	5
complex_003579.pt	79
complex_003580.pt	50
complex_003581.pt	0
complex_003582.pt	56
complex_003583.pt	59
complex_003584.pt	54
complex_003585.pt	4
complex_003586.pt	66
complex_003587.pt	80
complex_003588.pt	2
complex_003589.pt	19
complex_003590.pt	56
complex_003591.pt	76
complex_003592.pt	87
complex_003593.pt	92
complex_003594.pt	10
complex_003595.pt	6
complex_003596.pt	8
complex_003597.pt	26
complex_003598.pt	20
complex_003599.pt	29
complex_003600.pt	19
complex_003601.pt	58
complex_003602.pt	91
complex_003603.pt	13
complex_003604.pt	12
complex_003605.pt	72
complex_003606.pt	92
complex_003607.pt	3
complex_003608.pt	67
complex_003609.pt	18
complex_003610.pt	72
complex_003611.pt	0
complex_003612.pt	43
complex_003613.pt	67
complex_003614.pt	75
complex_003615.pt	62
complex_003616.pt	78
complex_003617.pt	19
complex_003618.pt	28
complex_003619.pt	91
complex_003620.pt	62
complex_003621.pt	27
complex_003622.pt	16
complex_003623.pt	46
complex_003624.pt	43
complex_003625.pt	21
complex_003626.pt	20
complex_003627.pt	47
complex_003628.pt	7
complex_003629.pt	82
complex_003630.pt	43
complex_003631.pt	67
complex_003632.pt	40
complex_003633.pt	18
complex_003634.pt	38
complex_003635.pt	19
complex_003636.pt	5
complex_003637.pt	20
complex_003638.pt	43
complex_003639.pt	38
complex_003640.pt	3
complex_003641.pt	41
complex_003642.pt	57
complex_003643.pt	47
complex_003644.pt	76
complex_003645.pt	84
complex_003646.pt	76
complex_003647.pt	59
complex_003648.pt	20
complex_003649.pt	76
complex_003650.pt	80
complex_003651.pt	19
complex_003652.pt	18
